timestamp,date,hour,service,category,cost
2024-03-02 04:00:00,2024-03-02,4.0,EC2,Compute,0.68
2024-03-02 04:00:00,2024-03-02,4.0,RDS,Database,0.23
2024-03-02 04:00:00,2024-03-02,4.0,S3,Storage,0.41
2024-03-02 04:00:00,2024-03-02,4.0,CloudFront,Network,0.25
2024-03-02 05:00:00,2024-03-02,5.0,EC2,Compute,0.65
2024-03-02 05:00:00,2024-03-02,5.0,RDS,Database,0.31
2024-03-02 05:00:00,2024-03-02,5.0,S3,Storage,0.32
2024-03-02 05:00:00,2024-03-02,5.0,CloudFront,Network,0.16
2024-03-02 06:00:00,2024-03-02,6.0,EC2,Compute,1.13
2024-03-02 06:00:00,2024-03-02,6.0,RDS,Database,0.64
2024-03-02 06:00:00,2024-03-02,6.0,S3,Storage,0.47
2024-03-02 06:00:00,2024-03-02,6.0,CloudFront,Network,0.14
2024-03-02 07:00:00,2024-03-02,7.0,EC2,Compute,0.88
2024-03-02 07:00:00,2024-03-02,7.0,RDS,Database,0.68
2024-03-02 07:00:00,2024-03-02,7.0,S3,Storage,0.5
2024-03-02 07:00:00,2024-03-02,7.0,CloudFront,Network,0.17
2024-03-02 08:00:00,2024-03-02,8.0,EC2,Compute,0.82
2024-03-02 08:00:00,2024-03-02,8.0,RDS,Database,0.47
2024-03-02 08:00:00,2024-03-02,8.0,S3,Storage,0.25
2024-03-02 08:00:00,2024-03-02,8.0,CloudFront,Network,0.23
2024-03-02 09:00:00,2024-03-02,9.0,EC2,Compute,1.25
2024-03-02 09:00:00,2024-03-02,9.0,RDS,Database,0.68
2024-03-02 09:00:00,2024-03-02,9.0,S3,Storage,0.71
2024-03-02 09:00:00,2024-03-02,9.0,CloudFront,Network,0.0
2024-03-02 10:00:00,2024-03-02,10.0,EC2,Compute,1.23
2024-03-02 10:00:00,2024-03-02,10.0,RDS,Database,0.37
2024-03-02 10:00:00,2024-03-02,10.0,S3,Storage,0.44
2024-03-02 10:00:00,2024-03-02,10.0,CloudFront,Network,0.17
2024-03-02 11:00:00,2024-03-02,11.0,EC2,Compute,1.02
2024-03-02 11:00:00,2024-03-02,11.0,RDS,Database,0.45
2024-03-02 11:00:00,2024-03-02,11.0,S3,Storage,0.54
2024-03-02 11:00:00,2024-03-02,11.0,CloudFront,Network,0.25
2024-03-02 12:00:00,2024-03-02,12.0,EC2,Compute,0.95
2024-03-02 12:00:00,2024-03-02,12.0,RDS,Database,0.61
2024-03-02 12:00:00,2024-03-02,12.0,S3,Storage,0.5
2024-03-02 12:00:00,2024-03-02,12.0,CloudFront,Network,0.07
2024-03-02 13:00:00,2024-03-02,13.0,EC2,Compute,1.12
2024-03-02 13:00:00,2024-03-02,13.0,RDS,Database,0.44
2024-03-02 13:00:00,2024-03-02,13.0,S3,Storage,0.43
2024-03-02 13:00:00,2024-03-02,13.0,CloudFront,Network,0.13
2024-03-02 14:00:00,2024-03-02,14.0,EC2,Compute,1.11
2024-03-02 14:00:00,2024-03-02,14.0,RDS,Database,0.58
2024-03-02 14:00:00,2024-03-02,14.0,S3,Storage,0.48
2024-03-02 14:00:00,2024-03-02,14.0,CloudFront,Network,0.24
2024-03-02 15:00:00,2024-03-02,15.0,EC2,Compute,1.06
2024-03-02 15:00:00,2024-03-02,15.0,RDS,Database,0.51
2024-03-02 15:00:00,2024-03-02,15.0,S3,Storage,0.49
2024-03-02 15:00:00,2024-03-02,15.0,CloudFront,Network,0.23
2024-03-02 16:00:00,2024-03-02,16.0,EC2,Compute,1.13
2024-03-02 16:00:00,2024-03-02,16.0,RDS,Database,0.65
2024-03-02 16:00:00,2024-03-02,16.0,S3,Storage,0.64
2024-03-02 16:00:00,2024-03-02,16.0,CloudFront,Network,0.23
2024-03-02 17:00:00,2024-03-02,17.0,EC2,Compute,1.21
2024-03-02 17:00:00,2024-03-02,17.0,RDS,Database,0.55
2024-03-02 17:00:00,2024-03-02,17.0,S3,Storage,0.44
2024-03-02 17:00:00,2024-03-02,17.0,CloudFront,Network,0.3
2024-03-02 18:00:00,2024-03-02,18.0,EC2,Compute,0.98
2024-03-02 18:00:00,2024-03-02,18.0,RDS,Database,0.64
2024-03-02 18:00:00,2024-03-02,18.0,S3,Storage,0.55
2024-03-02 18:00:00,2024-03-02,18.0,CloudFront,Network,0.24
2024-03-02 19:00:00,2024-03-02,19.0,EC2,Compute,0.85
2024-03-02 19:00:00,2024-03-02,19.0,RDS,Database,0.67
2024-03-02 19:00:00,2024-03-02,19.0,S3,Storage,0.53
2024-03-02 19:00:00,2024-03-02,19.0,CloudFront,Network,0.14
2024-03-02 20:00:00,2024-03-02,20.0,EC2,Compute,0.81
2024-03-02 20:00:00,2024-03-02,20.0,RDS,Database,0.64
2024-03-02 20:00:00,2024-03-02,20.0,S3,Storage,0.29
2024-03-02 20:00:00,2024-03-02,20.0,CloudFront,Network,0.01
2024-03-02 21:00:00,2024-03-02,21.0,EC2,Compute,0.87
2024-03-02 21:00:00,2024-03-02,21.0,RDS,Database,0.44
2024-03-02 21:00:00,2024-03-02,21.0,S3,Storage,0.26
2024-03-02 21:00:00,2024-03-02,21.0,CloudFront,Network,0.34
2024-03-02 22:00:00,2024-03-02,22.0,EC2,Compute,0.86
2024-03-02 22:00:00,2024-03-02,22.0,RDS,Database,0.49
2024-03-02 22:00:00,2024-03-02,22.0,S3,Storage,0.33
2024-03-02 22:00:00,2024-03-02,22.0,CloudFront,Network,0.23
2024-03-02 23:00:00,2024-03-02,23.0,EC2,Compute,0.95
2024-03-02 23:00:00,2024-03-02,23.0,RDS,Database,0.54
2024-03-02 23:00:00,2024-03-02,23.0,S3,Storage,0.4
2024-03-02 23:00:00,2024-03-02,23.0,CloudFront,Network,0.11
2024-03-03 00:00:00,2024-03-03,0.0,EC2,Compute,0.53
2024-03-03 00:00:00,2024-03-03,0.0,RDS,Database,0.31
2024-03-03 00:00:00,2024-03-03,0.0,S3,Storage,0.28
2024-03-03 00:00:00,2024-03-03,0.0,CloudFront,Network,0.11
2024-03-03 01:00:00,2024-03-03,1.0,EC2,Compute,0.51
2024-03-03 01:00:00,2024-03-03,1.0,RDS,Database,0.27
2024-03-03 01:00:00,2024-03-03,1.0,S3,Storage,0.15
2024-03-03 01:00:00,2024-03-03,1.0,CloudFront,Network,0.16
2024-03-03 02:00:00,2024-03-03,2.0,EC2,Compute,0.55
2024-03-03 02:00:00,2024-03-03,2.0,RDS,Database,0.22
2024-03-03 02:00:00,2024-03-03,2.0,S3,Storage,0.25
2024-03-03 02:00:00,2024-03-03,2.0,CloudFront,Network,0.17
2024-03-03 03:00:00,2024-03-03,3.0,EC2,Compute,0.48
2024-03-03 03:00:00,2024-03-03,3.0,RDS,Database,0.19
2024-03-03 03:00:00,2024-03-03,3.0,S3,Storage,0.26
2024-03-03 03:00:00,2024-03-03,3.0,CloudFront,Network,0.09
2024-03-03 04:00:00,2024-03-03,4.0,EC2,Compute,0.51
2024-03-03 04:00:00,2024-03-03,4.0,RDS,Database,0.37
2024-03-03 04:00:00,2024-03-03,4.0,S3,Storage,0.2
2024-03-03 04:00:00,2024-03-03,4.0,CloudFront,Network,0.13
2024-03-03 05:00:00,2024-03-03,5.0,EC2,Compute,0.5
2024-03-03 05:00:00,2024-03-03,5.0,RDS,Database,0.3
2024-03-03 05:00:00,2024-03-03,5.0,S3,Storage,0.28
2024-03-03 05:00:00,2024-03-03,5.0,CloudFront,Network,0.15
2024-03-03 06:00:00,2024-03-03,6.0,EC2,Compute,0.78
2024-03-03 06:00:00,2024-03-03,6.0,RDS,Database,0.47
2024-03-03 06:00:00,2024-03-03,6.0,S3,Storage,0.48
2024-03-03 06:00:00,2024-03-03,6.0,CloudFront,Network,0.28
2024-03-03 07:00:00,2024-03-03,7.0,EC2,Compute,0.9
2024-03-03 07:00:00,2024-03-03,7.0,RDS,Database,0.36
2024-03-03 07:00:00,2024-03-03,7.0,S3,Storage,0.43
2024-03-03 07:00:00,2024-03-03,7.0,CloudFront,Network,0.32
2024-03-03 08:00:00,2024-03-03,8.0,EC2,Compute,0.91
2024-03-03 08:00:00,2024-03-03,8.0,RDS,Database,0.31
2024-03-03 08:00:00,2024-03-03,8.0,S3,Storage,0.23
2024-03-03 08:00:00,2024-03-03,8.0,CloudFront,Network,0.24
2024-03-03 09:00:00,2024-03-03,9.0,EC2,Compute,1.08
2024-03-03 09:00:00,2024-03-03,9.0,RDS,Database,0.52
2024-03-03 09:00:00,2024-03-03,9.0,S3,Storage,0.3
2024-03-03 09:00:00,2024-03-03,9.0,CloudFront,Network,0.32
2024-03-03 10:00:00,2024-03-03,10.0,EC2,Compute,1.09
2024-03-03 10:00:00,2024-03-03,10.0,RDS,Database,0.65
2024-03-03 10:00:00,2024-03-03,10.0,S3,Storage,0.48
2024-03-03 10:00:00,2024-03-03,10.0,CloudFront,Network,0.22
2024-03-03 11:00:00,2024-03-03,11.0,EC2,Compute,1.17
2024-03-03 11:00:00,2024-03-03,11.0,RDS,Database,0.59
2024-03-03 11:00:00,2024-03-03,11.0,S3,Storage,0.46
2024-03-03 11:00:00,2024-03-03,11.0,CloudFront,Network,0.3
2024-03-03 12:00:00,2024-03-03,12.0,EC2,Compute,0.94
2024-03-03 12:00:00,2024-03-03,12.0,RDS,Database,0.48
2024-03-03 12:00:00,2024-03-03,12.0,S3,Storage,0.4
2024-03-03 12:00:00,2024-03-03,12.0,CloudFront,Network,0.18
2024-03-03 13:00:00,2024-03-03,13.0,EC2,Compute,0.95
2024-03-03 13:00:00,2024-03-03,13.0,RDS,Database,0.38
2024-03-03 13:00:00,2024-03-03,13.0,S3,Storage,0.44
2024-03-03 13:00:00,2024-03-03,13.0,CloudFront,Network,0.0
2024-03-03 14:00:00,2024-03-03,14.0,EC2,Compute,1.08
2024-03-03 14:00:00,2024-03-03,14.0,RDS,Database,0.58
2024-03-03 14:00:00,2024-03-03,14.0,S3,Storage,0.38
2024-03-03 14:00:00,2024-03-03,14.0,CloudFront,Network,0.27
2024-03-03 15:00:00,2024-03-03,15.0,EC2,Compute,1.12
2024-03-03 15:00:00,2024-03-03,15.0,RDS,Database,0.48
2024-03-03 15:00:00,2024-03-03,15.0,S3,Storage,0.37
2024-03-03 15:00:00,2024-03-03,15.0,CloudFront,Network,0.13
2024-03-03 16:00:00,2024-03-03,16.0,EC2,Compute,1.07
2024-03-03 16:00:00,2024-03-03,16.0,RDS,Database,0.47
2024-03-03 16:00:00,2024-03-03,16.0,S3,Storage,0.5
2024-03-03 16:00:00,2024-03-03,16.0,CloudFront,Network,0.19
2024-03-03 17:00:00,2024-03-03,17.0,EC2,Compute,0.99
2024-03-03 17:00:00,2024-03-03,17.0,RDS,Database,0.5
2024-03-03 17:00:00,2024-03-03,17.0,S3,Storage,0.35
2024-03-03 17:00:00,2024-03-03,17.0,CloudFront,Network,0.0
2024-03-03 18:00:00,2024-03-03,18.0,EC2,Compute,0.98
2024-03-03 18:00:00,2024-03-03,18.0,RDS,Database,0.76
2024-03-03 18:00:00,2024-03-03,18.0,S3,Storage,0.36
2024-03-03 18:00:00,2024-03-03,18.0,CloudFront,Network,0.33
2024-03-03 19:00:00,2024-03-03,19.0,EC2,Compute,0.94
2024-03-03 19:00:00,2024-03-03,19.0,RDS,Database,0.43
2024-03-03 19:00:00,2024-03-03,19.0,S3,Storage,0.23
2024-03-03 19:00:00,2024-03-03,19.0,CloudFront,Network,0.22
2024-03-03 20:00:00,2024-03-03,20.0,EC2,Compute,0.85
2024-03-03 20:00:00,2024-03-03,20.0,RDS,Database,0.42
2024-03-03 20:00:00,2024-03-03,20.0,S3,Storage,0.33
2024-03-03 20:00:00,2024-03-03,20.0,CloudFront,Network,0.12
2024-03-03 21:00:00,2024-03-03,21.0,EC2,Compute,0.82
2024-03-03 21:00:00,2024-03-03,21.0,RDS,Database,0.37
2024-03-03 21:00:00,2024-03-03,21.0,S3,Storage,0.27
2024-03-03 21:00:00,2024-03-03,21.0,CloudFront,Network,0.17
2024-03-03 22:00:00,2024-03-03,22.0,EC2,Compute,0.85
2024-03-03 22:00:00,2024-03-03,22.0,RDS,Database,0.45
2024-03-03 22:00:00,2024-03-03,22.0,S3,Storage,0.48
2024-03-03 22:00:00,2024-03-03,22.0,CloudFront,Network,0.23
2024-03-03 23:00:00,2024-03-03,23.0,EC2,Compute,0.95
2024-03-03 23:00:00,2024-03-03,23.0,RDS,Database,0.48
2024-03-03 23:00:00,2024-03-03,23.0,S3,Storage,0.17
2024-03-03 23:00:00,2024-03-03,23.0,CloudFront,Network,0.13
2024-03-04 00:00:00,2024-03-04,0.0,EC2,Compute,0.62
2024-03-04 00:00:00,2024-03-04,0.0,RDS,Database,0.36
2024-03-04 00:00:00,2024-03-04,0.0,S3,Storage,0.17
2024-03-04 00:00:00,2024-03-04,0.0,CloudFront,Network,0.12
2024-03-04 01:00:00,2024-03-04,1.0,EC2,Compute,0.7
2024-03-04 01:00:00,2024-03-04,1.0,RDS,Database,0.3
2024-03-04 01:00:00,2024-03-04,1.0,S3,Storage,0.3
2024-03-04 01:00:00,2024-03-04,1.0,CloudFront,Network,0.14
2024-03-04 02:00:00,2024-03-04,2.0,EC2,Compute,0.71
2024-03-04 02:00:00,2024-03-04,2.0,RDS,Database,0.3
2024-03-04 02:00:00,2024-03-04,2.0,S3,Storage,0.28
2024-03-04 02:00:00,2024-03-04,2.0,CloudFront,Network,0.12
2024-03-04 03:00:00,2024-03-04,3.0,EC2,Compute,0.6
2024-03-04 03:00:00,2024-03-04,3.0,RDS,Database,0.36
2024-03-04 03:00:00,2024-03-04,3.0,S3,Storage,0.31
2024-03-04 03:00:00,2024-03-04,3.0,CloudFront,Network,0.21
2024-03-04 04:00:00,2024-03-04,4.0,EC2,Compute,0.68
2024-03-04 04:00:00,2024-03-04,4.0,RDS,Database,0.33
2024-03-04 04:00:00,2024-03-04,4.0,S3,Storage,0.39
2024-03-04 04:00:00,2024-03-04,4.0,CloudFront,Network,0.28
2024-03-04 05:00:00,2024-03-04,5.0,EC2,Compute,0.71
2024-03-04 05:00:00,2024-03-04,5.0,RDS,Database,0.45
2024-03-04 05:00:00,2024-03-04,5.0,S3,Storage,0.34
2024-03-04 05:00:00,2024-03-04,5.0,CloudFront,Network,0.11
2024-03-04 06:00:00,2024-03-04,6.0,EC2,Compute,1.03
2024-03-04 06:00:00,2024-03-04,6.0,RDS,Database,0.45
2024-03-04 06:00:00,2024-03-04,6.0,S3,Storage,0.56
2024-03-04 06:00:00,2024-03-04,6.0,CloudFront,Network,0.28
2024-03-04 07:00:00,2024-03-04,7.0,EC2,Compute,0.9
2024-03-04 07:00:00,2024-03-04,7.0,RDS,Database,0.62
2024-03-04 07:00:00,2024-03-04,7.0,S3,Storage,0.43
2024-03-04 07:00:00,2024-03-04,7.0,CloudFront,Network,0.23
2024-03-04 08:00:00,2024-03-04,8.0,EC2,Compute,0.97
2024-03-04 08:00:00,2024-03-04,8.0,RDS,Database,0.6
2024-03-04 08:00:00,2024-03-04,8.0,S3,Storage,0.35
2024-03-04 08:00:00,2024-03-04,8.0,CloudFront,Network,0.8470692354684952
2024-03-04 09:00:00,2024-03-04,9.0,EC2,Compute,1.39
2024-03-04 09:00:00,2024-03-04,9.0,RDS,Database,0.9
2024-03-04 09:00:00,2024-03-04,9.0,S3,Storage,0.64
2024-03-04 09:00:00,2024-03-04,9.0,CloudFront,Network,0.37
2024-03-04 10:00:00,2024-03-04,10.0,EC2,Compute,1.11
2024-03-04 10:00:00,2024-03-04,10.0,RDS,Database,0.52
2024-03-04 10:00:00,2024-03-04,10.0,S3,Storage,0.49
2024-03-04 10:00:00,2024-03-04,10.0,CloudFront,Network,0.06
2024-03-04 11:00:00,2024-03-04,11.0,EC2,Compute,1.16
2024-03-04 11:00:00,2024-03-04,11.0,RDS,Database,0.79
2024-03-04 11:00:00,2024-03-04,11.0,S3,Storage,0.55
2024-03-04 11:00:00,2024-03-04,11.0,CloudFront,Network,0.15
2024-03-04 12:00:00,2024-03-04,12.0,EC2,Compute,1.49
2024-03-04 12:00:00,2024-03-04,12.0,RDS,Database,0.62
2024-03-04 12:00:00,2024-03-04,12.0,S3,Storage,0.45
2024-03-04 12:00:00,2024-03-04,12.0,CloudFront,Network,0.11
2024-03-04 13:00:00,2024-03-04,13.0,EC2,Compute,1.56
2024-03-04 13:00:00,2024-03-04,13.0,RDS,Database,0.7
2024-03-04 13:00:00,2024-03-04,13.0,S3,Storage,0.46
2024-03-04 13:00:00,2024-03-04,13.0,CloudFront,Network,0.34
2024-03-04 14:00:00,2024-03-04,14.0,EC2,Compute,1.28
2024-03-04 14:00:00,2024-03-04,14.0,RDS,Database,0.6
2024-03-04 14:00:00,2024-03-04,14.0,S3,Storage,0.59
2024-03-04 14:00:00,2024-03-04,14.0,CloudFront,Network,0.59
2024-03-04 15:00:00,2024-03-04,15.0,EC2,Compute,1.0
2024-03-04 15:00:00,2024-03-04,15.0,RDS,Database,0.81
2024-03-04 15:00:00,2024-03-04,15.0,S3,Storage,0.4
2024-03-04 15:00:00,2024-03-04,15.0,CloudFront,Network,0.15
2024-03-04 16:00:00,2024-03-04,16.0,EC2,Compute,1.14
2024-03-04 16:00:00,2024-03-04,16.0,RDS,Database,0.72
2024-03-04 16:00:00,2024-03-04,16.0,S3,Storage,0.48
2024-03-04 16:00:00,2024-03-04,16.0,CloudFront,Network,0.25
2024-03-04 17:00:00,2024-03-04,17.0,EC2,Compute,1.39
2024-03-04 17:00:00,2024-03-04,17.0,RDS,Database,0.71
2024-03-04 17:00:00,2024-03-04,17.0,S3,Storage,0.41
2024-03-04 17:00:00,2024-03-04,17.0,CloudFront,Network,0.0
2024-03-04 18:00:00,2024-03-04,18.0,EC2,Compute,1.21
2024-03-04 18:00:00,2024-03-04,18.0,RDS,Database,0.97
2024-03-04 18:00:00,2024-03-04,18.0,S3,Storage,0.39
2024-03-04 18:00:00,2024-03-04,18.0,CloudFront,Network,0.16
2024-03-04 19:00:00,2024-03-04,19.0,EC2,Compute,0.92
2024-03-04 19:00:00,2024-03-04,19.0,RDS,Database,0.59
2024-03-04 19:00:00,2024-03-04,19.0,S3,Storage,0.65
2024-03-04 19:00:00,2024-03-04,19.0,CloudFront,Network,0.33
2024-03-04 20:00:00,2024-03-04,20.0,EC2,Compute,1.11
2024-03-04 20:00:00,2024-03-04,20.0,RDS,Database,0.56
2024-03-04 20:00:00,2024-03-04,20.0,S3,Storage,0.34
2024-03-04 20:00:00,2024-03-04,20.0,CloudFront,Network,0.36
2024-03-04 21:00:00,2024-03-04,21.0,EC2,Compute,1.11
2024-03-04 21:00:00,2024-03-04,21.0,RDS,Database,0.65
2024-03-04 21:00:00,2024-03-04,21.0,S3,Storage,0.53
2024-03-04 21:00:00,2024-03-04,21.0,CloudFront,Network,0.22
2024-03-04 22:00:00,2024-03-04,22.0,EC2,Compute,1.0
2024-03-04 22:00:00,2024-03-04,22.0,RDS,Database,0.41
2024-03-04 22:00:00,2024-03-04,22.0,S3,Storage,0.52
2024-03-04 22:00:00,2024-03-04,22.0,CloudFront,Network,0.32
2024-03-04 23:00:00,2024-03-04,23.0,EC2,Compute,1.02
2024-03-04 23:00:00,2024-03-04,23.0,RDS,Database,0.63
2024-03-04 23:00:00,2024-03-04,23.0,S3,Storage,0.31
2024-03-04 23:00:00,2024-03-04,23.0,CloudFront,Network,0.4
2024-03-05 00:00:00,2024-03-05,0.0,EC2,Compute,0.71
2024-03-05 00:00:00,2024-03-05,0.0,RDS,Database,0.52
2024-03-05 00:00:00,2024-03-05,0.0,S3,Storage,0.39
2024-03-05 00:00:00,2024-03-05,0.0,CloudFront,Network,0.15
2024-03-05 01:00:00,2024-03-05,1.0,EC2,Compute,0.71
2024-03-05 01:00:00,2024-03-05,1.0,RDS,Database,0.47
2024-03-05 01:00:00,2024-03-05,1.0,S3,Storage,0.43
2024-03-05 01:00:00,2024-03-05,1.0,CloudFront,Network,0.21
2024-03-05 02:00:00,2024-03-05,2.0,EC2,Compute,0.72
2024-03-05 02:00:00,2024-03-05,2.0,RDS,Database,0.56
2024-03-05 02:00:00,2024-03-05,2.0,S3,Storage,0.23
2024-03-05 02:00:00,2024-03-05,2.0,CloudFront,Network,0.12
2024-03-05 03:00:00,2024-03-05,3.0,EC2,Compute,0.84
2024-03-05 03:00:00,2024-03-05,3.0,RDS,Database,0.26
2024-03-05 03:00:00,2024-03-05,3.0,S3,Storage,0.3
2024-03-05 03:00:00,2024-03-05,3.0,CloudFront,Network,0.27
2024-03-05 04:00:00,2024-03-05,4.0,EC2,Compute,0.78
2024-03-05 04:00:00,2024-03-05,4.0,RDS,Database,0.55
2024-03-05 04:00:00,2024-03-05,4.0,S3,Storage,0.37
2024-03-05 04:00:00,2024-03-05,4.0,CloudFront,Network,0.11
2024-03-05 05:00:00,2024-03-05,5.0,EC2,Compute,0.68
2024-03-05 05:00:00,2024-03-05,5.0,RDS,Database,0.43
2024-03-05 05:00:00,2024-03-05,5.0,S3,Storage,0.36
2024-03-05 05:00:00,2024-03-05,5.0,CloudFront,Network,0.11
2024-03-05 06:00:00,2024-03-05,6.0,EC2,Compute,1.14
2024-03-05 06:00:00,2024-03-05,6.0,RDS,Database,0.46
2024-03-05 06:00:00,2024-03-05,6.0,S3,Storage,0.27
2024-03-05 06:00:00,2024-03-05,6.0,CloudFront,Network,0.24
2024-03-05 07:00:00,2024-03-05,7.0,EC2,Compute,1.17
2024-03-05 07:00:00,2024-03-05,7.0,RDS,Database,0.67
2024-03-05 07:00:00,2024-03-05,7.0,S3,Storage,0.83
2024-03-05 07:00:00,2024-03-05,7.0,CloudFront,Network,0.15
2024-03-05 08:00:00,2024-03-05,8.0,EC2,Compute,0.95
2024-03-05 08:00:00,2024-03-05,8.0,RDS,Database,0.37
2024-03-05 08:00:00,2024-03-05,8.0,S3,Storage,0.61
2024-03-05 08:00:00,2024-03-05,8.0,CloudFront,Network,0.33
2024-03-05 09:00:00,2024-03-05,9.0,EC2,Compute,1.36
2024-03-05 09:00:00,2024-03-05,9.0,RDS,Database,1.08
2024-03-05 09:00:00,2024-03-05,9.0,S3,Storage,0.71
2024-03-05 09:00:00,2024-03-05,9.0,CloudFront,Network,0.4
2024-03-05 10:00:00,2024-03-05,10.0,EC2,Compute,1.41
2024-03-05 10:00:00,2024-03-05,10.0,RDS,Database,0.73
2024-03-05 10:00:00,2024-03-05,10.0,S3,Storage,0.53
2024-03-05 10:00:00,2024-03-05,10.0,CloudFront,Network,0.57
2024-03-05 11:00:00,2024-03-05,11.0,EC2,Compute,1.59
2024-03-05 11:00:00,2024-03-05,11.0,RDS,Database,0.78
2024-03-05 11:00:00,2024-03-05,11.0,S3,Storage,0.5
2024-03-05 11:00:00,2024-03-05,11.0,CloudFront,Network,0.45
2024-03-05 12:00:00,2024-03-05,12.0,EC2,Compute,1.38
2024-03-05 12:00:00,2024-03-05,12.0,RDS,Database,0.85
2024-03-05 12:00:00,2024-03-05,12.0,S3,Storage,0.57
2024-03-05 12:00:00,2024-03-05,12.0,CloudFront,Network,0.19
2024-03-05 13:00:00,2024-03-05,13.0,EC2,Compute,1.6
2024-03-05 13:00:00,2024-03-05,13.0,RDS,Database,0.8
2024-03-05 13:00:00,2024-03-05,13.0,S3,Storage,0.61
2024-03-05 13:00:00,2024-03-05,13.0,CloudFront,Network,0.4
2024-03-05 14:00:00,2024-03-05,14.0,EC2,Compute,1.55
2024-03-05 14:00:00,2024-03-05,14.0,RDS,Database,0.8
2024-03-05 14:00:00,2024-03-05,14.0,S3,Storage,0.49
2024-03-05 14:00:00,2024-03-05,14.0,CloudFront,Network,0.05
2024-03-05 15:00:00,2024-03-05,15.0,EC2,Compute,1.61
2024-03-05 15:00:00,2024-03-05,15.0,RDS,Database,0.41
2024-03-05 15:00:00,2024-03-05,15.0,S3,Storage,0.48
2024-03-05 15:00:00,2024-03-05,15.0,CloudFront,Network,0.65
2024-03-05 16:00:00,2024-03-05,16.0,EC2,Compute,1.46
2024-03-05 16:00:00,2024-03-05,16.0,RDS,Database,0.59
2024-03-05 16:00:00,2024-03-05,16.0,S3,Storage,0.56
2024-03-05 16:00:00,2024-03-05,16.0,CloudFront,Network,0.48
2024-03-05 17:00:00,2024-03-05,17.0,EC2,Compute,1.15
2024-03-05 17:00:00,2024-03-05,17.0,RDS,Database,0.77
2024-03-05 17:00:00,2024-03-05,17.0,S3,Storage,0.57
2024-03-05 17:00:00,2024-03-05,17.0,CloudFront,Network,0.35
2024-03-05 18:00:00,2024-03-05,18.0,EC2,Compute,1.43
2024-03-05 18:00:00,2024-03-05,18.0,RDS,Database,0.66
2024-03-05 18:00:00,2024-03-05,18.0,S3,Storage,0.56
2024-03-05 18:00:00,2024-03-05,18.0,CloudFront,Network,0.2
2024-03-05 19:00:00,2024-03-05,19.0,EC2,Compute,1.36
2024-03-05 19:00:00,2024-03-05,19.0,RDS,Database,0.7
2024-03-05 19:00:00,2024-03-05,19.0,S3,Storage,0.49
2024-03-05 19:00:00,2024-03-05,19.0,CloudFront,Network,0.22
2024-03-05 20:00:00,2024-03-05,20.0,EC2,Compute,1.33
2024-03-05 20:00:00,2024-03-05,20.0,RDS,Database,0.54
2024-03-05 20:00:00,2024-03-05,20.0,S3,Storage,0.7
2024-03-05 20:00:00,2024-03-05,20.0,CloudFront,Network,0.34
2024-03-05 21:00:00,2024-03-05,21.0,EC2,Compute,1.31
2024-03-05 21:00:00,2024-03-05,21.0,RDS,Database,0.43
2024-03-05 21:00:00,2024-03-05,21.0,S3,Storage,0.37
2024-03-05 21:00:00,2024-03-05,21.0,CloudFront,Network,0.19
2024-03-05 22:00:00,2024-03-05,22.0,EC2,Compute,1.33
2024-03-05 22:00:00,2024-03-05,22.0,RDS,Database,0.67
2024-03-05 22:00:00,2024-03-05,22.0,S3,Storage,0.28
2024-03-05 22:00:00,2024-03-05,22.0,CloudFront,Network,0.39
2024-03-05 23:00:00,2024-03-05,23.0,EC2,Compute,1.23
2024-03-05 23:00:00,2024-03-05,23.0,RDS,Database,0.73
2024-03-05 23:00:00,2024-03-05,23.0,S3,Storage,0.56
2024-03-05 23:00:00,2024-03-05,23.0,CloudFront,Network,0.28
2024-03-06 00:00:00,2024-03-06,0.0,EC2,Compute,0.7
2024-03-06 00:00:00,2024-03-06,0.0,RDS,Database,0.53
2024-03-06 00:00:00,2024-03-06,0.0,S3,Storage,0.32
2024-03-06 00:00:00,2024-03-06,0.0,CloudFront,Network,0.32
2024-03-06 01:00:00,2024-03-06,1.0,EC2,Compute,0.73
2024-03-06 01:00:00,2024-03-06,1.0,RDS,Database,0.39
2024-03-06 01:00:00,2024-03-06,1.0,S3,Storage,0.39
2024-03-06 01:00:00,2024-03-06,1.0,CloudFront,Network,0.26
2024-03-06 02:00:00,2024-03-06,2.0,EC2,Compute,0.88
2024-03-06 02:00:00,2024-03-06,2.0,RDS,Database,0.53
2024-03-06 02:00:00,2024-03-06,2.0,S3,Storage,0.44
2024-03-06 02:00:00,2024-03-06,2.0,CloudFront,Network,0.26
2024-03-06 03:00:00,2024-03-06,3.0,EC2,Compute,0.75
2024-03-06 03:00:00,2024-03-06,3.0,RDS,Database,0.15
2024-03-06 03:00:00,2024-03-06,3.0,S3,Storage,0.25
2024-03-06 03:00:00,2024-03-06,3.0,CloudFront,Network,0.31
2024-03-06 04:00:00,2024-03-06,4.0,EC2,Compute,0.85
2024-03-06 04:00:00,2024-03-06,4.0,RDS,Database,0.25
2024-03-06 04:00:00,2024-03-06,4.0,S3,Storage,0.33
2024-03-06 04:00:00,2024-03-06,4.0,CloudFront,Network,0.25
2024-03-06 05:00:00,2024-03-06,5.0,EC2,Compute,0.77
2024-03-06 05:00:00,2024-03-06,5.0,RDS,Database,0.35
2024-03-06 05:00:00,2024-03-06,5.0,S3,Storage,0.34
